"pickup_zone","dropoff_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","n","color"
"Seaport","World Trade Center",8,-74.006884,40.711197,-74.0131196,40.7118011,230,"yellow"
"SoHo","Alphabet City",22,-74.0029883,40.723301,-73.9785952,40.7260601,230,"yellow"
"SoHo","Battery Park",20,-74.0029883,40.723301,-74.0170279,40.7032775,230,"yellow"
"SoHo","Battery Park City",8,-74.0029883,40.723301,-74.0160576,40.7122172,230,"yellow"
"SoHo","Boerum Hill",22,-74.0029883,40.723301,-73.9844722,40.6848689,230,"yellow"
"SoHo","Cobble Hill",22,-74.0029883,40.723301,-73.9962255,40.686536,230,"yellow"
"SoHo","Greenpoint",20,-74.0029883,40.723301,-73.9418603,40.7245448,230,"yellow"
"SoHo","Hudson Sq",0,-74.0029883,40.723301,-74.0074731,40.7265834,230,"yellow"
"SoHo","Lower East Side",16,-74.0029883,40.723301,-73.9842724,40.715033,230,"yellow"
"SoHo","Midtown Center",0,-74.0029883,40.723301,-73.9784137,40.7553676,230,"yellow"
"SoHo","Midtown East",0,-74.0029883,40.723301,-73.9668408,40.7540369,230,"yellow"
"SoHo","Midtown East",8,-74.0029883,40.723301,-73.9668408,40.7540369,230,"yellow"
"SoHo","Midtown East",18,-74.0029883,40.723301,-73.9668408,40.7540369,230,"yellow"
"SoHo","Seaport",2,-74.0029883,40.723301,-74.006884,40.711197,230,"yellow"
"SoHo","Stuy Town/Peter Cooper Village",18,-74.0029883,40.723301,-73.9778494,40.7316903,230,"yellow"
"South Williamsburg","East Williamsburg",22,-73.9570696,40.7081156,-73.9330429,40.7158762,230,"yellow"
"South Williamsburg","Long Island City/Hunters Point",20,-73.9570696,40.7081156,-73.95639,40.74128,230,"yellow"
"Stuy Town/Peter Cooper Village","Alphabet City",0,-73.9778494,40.7316903,-73.9785952,40.7260601,230,"yellow"
"Stuy Town/Peter Cooper Village","East Chelsea",20,-73.9778494,40.7316903,-74.0013737,40.7465004,230,"yellow"
"Stuy Town/Peter Cooper Village","Gramercy",16,-73.9778494,40.7316903,-73.9818443,40.7376407,230,"yellow"
"Stuy Town/Peter Cooper Village","Lenox Hill East",12,-73.9778494,40.7316903,-73.9602312,40.7662315,230,"yellow"
"Stuy Town/Peter Cooper Village","Lower East Side",20,-73.9778494,40.7316903,-73.9842724,40.715033,230,"yellow"
"Stuy Town/Peter Cooper Village","Upper East Side North",20,-73.9778494,40.7316903,-73.9565551,40.7735649,230,"yellow"
"Stuyvesant Heights","Clinton Hill",20,-73.9880663,40.7299553,-73.9639021,40.6893665,230,"yellow"
"Stuyvesant Heights","Crown Heights North",2,-73.9880663,40.7299553,-73.9447994,40.6681032,230,"yellow"
"Stuyvesant Heights","East Elmhurst",16,-73.9880663,40.7299553,-73.8713099,40.7737505,230,"yellow"
"Stuyvesant Heights","Fort Greene",0,-73.9880663,40.7299553,-73.9741874,40.6920638,230,"yellow"
"Stuyvesant Heights","JFK Airport",4,-73.9880663,40.7299553,-73.7781391,40.6413111,230,"yellow"
"Stuyvesant Heights","Prospect Heights",2,-73.9880663,40.7299553,-73.9668408,40.6774196,230,"yellow"
"Stuyvesant Heights","Upper East Side North",8,-73.9880663,40.7299553,-73.9565551,40.7735649,230,"yellow"
"Sunnyside","Jackson Heights",0,-73.9196324,40.7432759,-73.8830701,40.7556818,230,"yellow"
"Sunnyside","Sunnyside",2,-73.9196324,40.7432759,-73.9196324,40.7432759,230,"yellow"
"Sutton Place/Turtle Bay North","Central Harlem",18,-73.9601669,40.7580204,-73.9538699,40.7988378,230,"yellow"
"Sutton Place/Turtle Bay North","Clinton East",18,-73.9601669,40.7580204,-73.9918181,40.7637581,230,"yellow"
"Sutton Place/Turtle Bay North","Flatiron",8,-73.9601669,40.7580204,-73.9896986,40.7410605,230,"yellow"
"Sutton Place/Turtle Bay North","Penn Station/Madison Sq West",6,-73.9601669,40.7580204,-73.9880662,40.7433858,230,"yellow"
"Sutton Place/Turtle Bay North","Roosevelt Island",10,-73.9601669,40.7580204,-73.9499426,40.7621302,230,"yellow"
"Times Sq/Theatre District","Central Harlem",4,-73.9841274,40.7592686,-73.9538699,40.7988378,230,"yellow"
"Times Sq/Theatre District","East Harlem North",16,-73.9841274,40.7592686,-73.9464769,40.8115504,230,"yellow"
"Times Sq/Theatre District","Hamilton Heights",18,-73.9841274,40.7592686,-73.9496079,40.8259597,230,"yellow"
"Times Sq/Theatre District","Jackson Heights",0,-73.9841274,40.7592686,-73.8830701,40.7556818,230,"yellow"
"Times Sq/Theatre District","Roosevelt Island",12,-73.9841274,40.7592686,-73.9499426,40.7621302,230,"yellow"
"Times Sq/Theatre District","Sunnyside",20,-73.9841274,40.7592686,-73.9196324,40.7432759,230,"yellow"
"Times Sq/Theatre District","UN/Turtle Bay South",2,-73.9841274,40.7592686,-73.9694292,40.7507161,230,"yellow"
"Times Sq/Theatre District","Upper East Side North",4,-73.9841274,40.7592686,-73.9565551,40.7735649,230,"yellow"
"Times Sq/Theatre District","West Village",8,-73.9841274,40.7592686,-74.0035709,40.735781,230,"yellow"
"TriBeCa/Civic Center","TriBeCa/Civic Center",20,-74.0472172,40.7410774,-74.0472172,40.7410774,230,"yellow"
"UN/Turtle Bay South","East Elmhurst",8,-73.9694292,40.7507161,-73.8713099,40.7737505,230,"yellow"
"UN/Turtle Bay South","East Village",22,-73.9694292,40.7507161,-73.9815337,40.7264773,230,"yellow"
"UN/Turtle Bay South","Flatiron",12,-73.9694292,40.7507161,-73.9896986,40.7410605,230,"yellow"
"UN/Turtle Bay South","Kips Bay",6,-73.9694292,40.7507161,-73.9800645,40.7423292,230,"yellow"
"UN/Turtle Bay South","Lincoln Square East",8,-73.9694292,40.7507161,-73.9844722,40.773828,230,"yellow"
"UN/Turtle Bay South","Little Italy/NoLiTa",12,-73.9694292,40.7507161,-73.9954909,40.7228971,230,"yellow"
"UN/Turtle Bay South","Little Italy/NoLiTa",16,-73.9694292,40.7507161,-73.9954909,40.7228971,230,"yellow"
"UN/Turtle Bay South","Murray Hill",6,-73.9694292,40.7507161,-73.9756567,40.7478792,230,"yellow"
"UN/Turtle Bay South","Sutton Place/Turtle Bay North",22,-73.9694292,40.7507161,-73.9601669,40.7580204,230,"yellow"
"UN/Turtle Bay South","UN/Turtle Bay South",12,-73.9694292,40.7507161,-73.9694292,40.7507161,230,"yellow"
"Union Sq","Financial District North",12,-73.9910835,40.7358633,-74.0112764,40.7074909,230,"yellow"
"Union Sq","Prospect Heights",20,-73.9910835,40.7358633,-73.9668408,40.6774196,230,"yellow"
"Union Sq","Prospect Heights",22,-73.9910835,40.7358633,-73.9668408,40.6774196,230,"yellow"
"Union Sq","Seaport",12,-73.9910835,40.7358633,-74.006884,40.711197,230,"yellow"
"Union Sq","UN/Turtle Bay South",14,-73.9910835,40.7358633,-73.9694292,40.7507161,230,"yellow"
"Union Sq","UN/Turtle Bay South",16,-73.9910835,40.7358633,-73.9694292,40.7507161,230,"yellow"
"Union Sq","Upper East Side North",6,-73.9910835,40.7358633,-73.9565551,40.7735649,230,"yellow"
"Union Sq","World Trade Center",14,-73.9910835,40.7358633,-74.0131196,40.7118011,230,"yellow"
"Upper East Side North","Hudson Sq",10,-73.9565551,40.7735649,-74.0074731,40.7265834,230,"yellow"
"Upper East Side North","Morningside Heights",22,-73.9565551,40.7735649,-73.9624327,40.8089564,230,"yellow"
"Upper East Side North","SoHo",14,-73.9565551,40.7735649,-74.0029883,40.723301,230,"yellow"
"Upper East Side North","SoHo",22,-73.9565551,40.7735649,-74.0029883,40.723301,230,"yellow"
"Upper East Side North","Stuyvesant Heights",8,-73.9565551,40.7735649,-73.9880663,40.7299553,230,"yellow"
"Upper East Side North","West Village",12,-73.9565551,40.7735649,-74.0035709,40.735781,230,"yellow"
"Upper West Side North","Greenwich Village North",22,-73.9753676,40.7870106,-74.0027418,40.7335719,230,"yellow"
"Upper West Side North","JFK Airport",10,-73.9753676,40.7870106,-73.7781391,40.6413111,230,"yellow"
"Upper West Side North","Manhattanville",8,-73.9753676,40.7870106,-73.9558333,40.8169443,230,"yellow"
"Upper West Side North","Upper East Side North",2,-73.9753676,40.7870106,-73.9565551,40.7735649,230,"yellow"
"Upper West Side North","Washington Heights North",16,-73.9753676,40.7870106,-73.9393554,40.8417082,230,"yellow"
"Washington Heights North","Hamilton Heights",20,-73.9393554,40.8417082,-73.9496079,40.8259597,230,"yellow"
"West Chelsea/Hudson Yards","East Chelsea",10,-74.0107647,40.7293087,-74.0013737,40.7465004,230,"yellow"
"West Chelsea/Hudson Yards","Times Sq/Theatre District",8,-74.0107647,40.7293087,-73.9841274,40.7592686,230,"yellow"
"West Village","Alphabet City",22,-74.0035709,40.735781,-73.9785952,40.7260601,230,"yellow"
"West Village","Breezy Point/Fort Tilden/Riis Beach",14,-74.0035709,40.735781,-74.0059413,40.7127837,230,"yellow"
"West Village","Breezy Point/Fort Tilden/Riis Beach",16,-74.0035709,40.735781,-74.0059413,40.7127837,230,"yellow"
"West Village","Clinton East",10,-74.0035709,40.735781,-73.9918181,40.7637581,230,"yellow"
"West Village","Murray Hill",6,-74.0035709,40.735781,-73.9756567,40.7478792,230,"yellow"
"West Village","Upper East Side North",20,-74.0035709,40.735781,-73.9565551,40.7735649,230,"yellow"
"West Village","West Chelsea/Hudson Yards",10,-74.0035709,40.735781,-74.0107647,40.7293087,230,"yellow"
"World Trade Center","Battery Park",18,-74.0131196,40.7118011,-74.0170279,40.7032775,230,"yellow"
"World Trade Center","Battery Park City",10,-74.0131196,40.7118011,-74.0160576,40.7122172,230,"yellow"
"World Trade Center","Battery Park City",14,-74.0131196,40.7118011,-74.0160576,40.7122172,230,"yellow"
"World Trade Center","Breezy Point/Fort Tilden/Riis Beach",14,-74.0131196,40.7118011,-74.0059413,40.7127837,230,"yellow"
"World Trade Center","East Chelsea",10,-74.0131196,40.7118011,-74.0013737,40.7465004,230,"yellow"
"World Trade Center","East Chelsea",22,-74.0131196,40.7118011,-74.0013737,40.7465004,230,"yellow"
"World Trade Center","Lincoln Square East",12,-74.0131196,40.7118011,-73.9844722,40.773828,230,"yellow"
"World Trade Center","Lower East Side",20,-74.0131196,40.7118011,-73.9842724,40.715033,230,"yellow"
"World Trade Center","Seaport",14,-74.0131196,40.7118011,-74.006884,40.711197,230,"yellow"
"World Trade Center","Seaport",18,-74.0131196,40.7118011,-74.006884,40.711197,230,"yellow"
"World Trade Center","World Trade Center",20,-74.0131196,40.7118011,-74.0131196,40.7118011,230,"yellow"
"Yorkville East","Astoria",20,-73.9492079,40.7762231,-73.9234619,40.7643574,230,"yellow"
"Yorkville East","East Chelsea",6,-73.9492079,40.7762231,-74.0013737,40.7465004,230,"yellow"
"Yorkville East","Financial District North",12,-73.9492079,40.7762231,-74.0112764,40.7074909,230,"yellow"
"Yorkville East","Flatiron",22,-73.9492079,40.7762231,-73.9896986,40.7410605,230,"yellow"
"Yorkville East","Gramercy",16,-73.9492079,40.7762231,-73.9818443,40.7376407,230,"yellow"
"Yorkville East","Meatpacking/West Village West",22,-73.9492079,40.7762231,-74.0085128,40.7406973,230,"yellow"
"Yorkville East","Morningside Heights",22,-73.9492079,40.7762231,-73.9624327,40.8089564,230,"yellow"
"Yorkville East","Randalls Island",4,-73.9492079,40.7762231,-73.9271644,40.7891291,230,"yellow"
"Yorkville East","West Village",18,-73.9492079,40.7762231,-74.0035709,40.735781,230,"yellow"
"Alphabet City","Little Italy/NoLiTa",10,-73.9785952,40.7260601,-73.9954909,40.7228971,220,"yellow"
"Astoria","Steinway",20,-73.9234619,40.7643574,-73.9124667,40.7669996,220,"yellow"
"Battery Park","Chinatown",14,-74.0170279,40.7032775,-73.9970307,40.7157509,220,"yellow"
"Battery Park","Meatpacking/West Village West",12,-74.0170279,40.7032775,-74.0085128,40.7406973,220,"yellow"
"Battery Park","Seaport",14,-74.0170279,40.7032775,-74.006884,40.711197,220,"yellow"
"Battery Park","SoHo",8,-74.0170279,40.7032775,-74.0029883,40.723301,220,"yellow"
"Battery Park City","Chinatown",20,-74.0160576,40.7122172,-73.9970307,40.7157509,220,"yellow"
"Battery Park City","Flatiron",16,-74.0160576,40.7122172,-73.9896986,40.7410605,220,"yellow"
"Battery Park City","Flatiron",20,-74.0160576,40.7122172,-73.9896986,40.7410605,220,"yellow"
"Battery Park City","Hudson Sq",20,-74.0160576,40.7122172,-74.0074731,40.7265834,220,"yellow"
"Battery Park City","JFK Airport",12,-74.0160576,40.7122172,-73.7781391,40.6413111,220,"yellow"
"Battery Park City","Kips Bay",8,-74.0160576,40.7122172,-73.9800645,40.7423292,220,"yellow"
"Battery Park City","Lincoln Square East",12,-74.0160576,40.7122172,-73.9844722,40.773828,220,"yellow"
"Battery Park City","Midtown North",10,-74.0160576,40.7122172,-73.9840195,40.7549309,220,"yellow"
"Battery Park City","Stuyvesant Heights",20,-74.0160576,40.7122172,-73.9880663,40.7299553,220,"yellow"
"Battery Park City","UN/Turtle Bay South",8,-74.0160576,40.7122172,-73.9694292,40.7507161,220,"yellow"
"Battery Park City","Upper West Side North",20,-74.0160576,40.7122172,-73.9753676,40.7870106,220,"yellow"
"Bloomingdale","East Chelsea",20,-73.9697795,40.7988958,-74.0013737,40.7465004,220,"yellow"
"Bloomingdale","East Elmhurst",12,-73.9697795,40.7988958,-73.8713099,40.7737505,220,"yellow"
"Bloomingdale","Highbridge Park",22,-73.9697795,40.7988958,-73.9332427,40.8433959,220,"yellow"
"Bloomingdale","Manhattanville",8,-73.9697795,40.7988958,-73.9558333,40.8169443,220,"yellow"
"Bloomingdale","Midtown Center",14,-73.9697795,40.7988958,-73.9784137,40.7553676,220,"yellow"
"Boerum Hill","Fort Greene",20,-73.9844722,40.6848689,-73.9741874,40.6920638,220,"yellow"
"Boerum Hill","Park Slope",0,-73.9844722,40.6848689,-73.9805817,40.6681038,220,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","Battery Park City",8,-74.0059413,40.7127837,-74.0160576,40.7122172,220,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","East Chelsea",12,-74.0059413,40.7127837,-74.0013737,40.7465004,220,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","East Village",20,-74.0059413,40.7127837,-73.9815337,40.7264773,220,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","East Village",22,-74.0059413,40.7127837,-73.9815337,40.7264773,220,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","Midtown North",18,-74.0059413,40.7127837,-73.9840195,40.7549309,220,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","Midtown North",20,-74.0059413,40.7127837,-73.9840195,40.7549309,220,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","Murray Hill",12,-74.0059413,40.7127837,-73.9756567,40.7478792,220,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","South Williamsburg",20,-74.0059413,40.7127837,-73.9570696,40.7081156,220,"yellow"
"Bushwick North","Williamsburg (South Side)",2,-73.9212858,40.6944282,-73.9517335,40.7079936,220,"yellow"
"Central Harlem","Garment District",4,-73.9538699,40.7988378,-73.9916342,40.7547072,220,"yellow"
"Central Harlem","Garment District",12,-73.9538699,40.7988378,-73.9916342,40.7547072,220,"yellow"
"Central Harlem","Garment District",22,-73.9538699,40.7988378,-73.9916342,40.7547072,220,"yellow"
"Central Harlem","Hamilton Heights",20,-73.9538699,40.7988378,-73.9496079,40.8259597,220,"yellow"
"Central Harlem","Midtown East",14,-73.9538699,40.7988378,-73.9668408,40.7540369,220,"yellow"
"Central Harlem","Midtown East",18,-73.9538699,40.7988378,-73.9668408,40.7540369,220,"yellow"
"Central Harlem","Times Sq/Theatre District",12,-73.9538699,40.7988378,-73.9841274,40.7592686,220,"yellow"
"Central Park","Battery Park City",10,-73.9741874,40.7711329,-74.0160576,40.7122172,220,"yellow"
"Central Park","Financial District North",12,-73.9741874,40.7711329,-74.0112764,40.7074909,220,"yellow"
"Central Park","Financial District North",20,-73.9741874,40.7711329,-74.0112764,40.7074909,220,"yellow"
"Central Park","Garment District",4,-73.9741874,40.7711329,-73.9916342,40.7547072,220,"yellow"
"Central Park","Gramercy",14,-73.9741874,40.7711329,-73.9818443,40.7376407,220,"yellow"
"Central Park","Little Italy/NoLiTa",0,-73.9741874,40.7711329,-73.9954909,40.7228971,220,"yellow"
"Central Park","Murray Hill",6,-73.9741874,40.7711329,-73.9756567,40.7478792,220,"yellow"
"Central Park","Roosevelt Island",6,-73.9741874,40.7711329,-73.9499426,40.7621302,220,"yellow"
"Central Park","World Trade Center",8,-73.9741874,40.7711329,-74.0131196,40.7118011,220,"yellow"
"Chinatown","Breezy Point/Fort Tilden/Riis Beach",8,-73.9970307,40.7157509,-74.0059413,40.7127837,220,"yellow"
"Chinatown","Chinatown",12,-73.9970307,40.7157509,-73.9970307,40.7157509,220,"yellow"
"Chinatown","Chinatown",14,-73.9970307,40.7157509,-73.9970307,40.7157509,220,"yellow"
"Chinatown","Clinton East",16,-73.9970307,40.7157509,-73.9918181,40.7637581,220,"yellow"
"Chinatown","Midtown North",12,-73.9970307,40.7157509,-73.9840195,40.7549309,220,"yellow"
"Chinatown","Penn Station/Madison Sq West",12,-73.9970307,40.7157509,-73.9880662,40.7433858,220,"yellow"
"Chinatown","SoHo",10,-73.9970307,40.7157509,-74.0029883,40.723301,220,"yellow"
"Chinatown","Upper West Side North",22,-73.9970307,40.7157509,-73.9753676,40.7870106,220,"yellow"
"Chinatown","World Trade Center",12,-73.9970307,40.7157509,-74.0131196,40.7118011,220,"yellow"
"Chinatown","World Trade Center",14,-73.9970307,40.7157509,-74.0131196,40.7118011,220,"yellow"
"Clinton East","Battery Park",12,-73.9918181,40.7637581,-74.0170279,40.7032775,220,"yellow"
"Clinton East","Battery Park City",22,-73.9918181,40.7637581,-74.0160576,40.7122172,220,"yellow"
"Clinton East","Financial District North",6,-73.9918181,40.7637581,-74.0112764,40.7074909,220,"yellow"
"Clinton East","Gramercy",8,-73.9918181,40.7637581,-73.9818443,40.7376407,220,"yellow"
"Clinton East","Gramercy",18,-73.9918181,40.7637581,-73.9818443,40.7376407,220,"yellow"
"Clinton East","Highbridge Park",2,-73.9918181,40.7637581,-73.9332427,40.8433959,220,"yellow"
"Clinton East","Manhattanville",2,-73.9918181,40.7637581,-73.9558333,40.8169443,220,"yellow"
"Clinton East","Morningside Heights",12,-73.9918181,40.7637581,-73.9624327,40.8089564,220,"yellow"
"Clinton East","South Williamsburg",22,-73.9918181,40.7637581,-73.9570696,40.7081156,220,"yellow"
"Clinton East","Sutton Place/Turtle Bay North",18,-73.9918181,40.7637581,-73.9601669,40.7580204,220,"yellow"
"Clinton East","UN/Turtle Bay South",0,-73.9918181,40.7637581,-73.9694292,40.7507161,220,"yellow"
"Cobble Hill","Prospect Heights",22,-73.9962255,40.686536,-73.9668408,40.6774196,220,"yellow"
"Downtown Brooklyn/MetroTech","Fort Greene",20,-73.9861433,40.6942409,-73.9741874,40.6920638,220,"yellow"
"East Chelsea","Bloomingdale",2,-74.0013737,40.7465004,-73.9697795,40.7988958,220,"yellow"
"East Chelsea","Bushwick North",0,-74.0013737,40.7465004,-73.9212858,40.6944282,220,"yellow"
"East Chelsea","Chinatown",16,-74.0013737,40.7465004,-73.9970307,40.7157509,220,"yellow"
"East Chelsea","Hamilton Heights",20,-74.0013737,40.7465004,-73.9496079,40.8259597,220,"yellow"
"East Chelsea","JFK Airport",6,-74.0013737,40.7465004,-73.7781391,40.6413111,220,"yellow"
"East Elmhurst","Battery Park City",8,-73.8713099,40.7737505,-74.0160576,40.7122172,220,"yellow"
"East Elmhurst","Brooklyn Heights",16,-73.8713099,40.7737505,-73.9932872,40.6960105,220,"yellow"
"East Elmhurst","Central Harlem",8,-73.8713099,40.7737505,-73.9538699,40.7988378,220,"yellow"
"East Elmhurst","Clinton East",8,-73.8713099,40.7737505,-73.9918181,40.7637581,220,"yellow"
"East Elmhurst","Cobble Hill",18,-73.8713099,40.7737505,-73.9962255,40.686536,220,"yellow"
"East Elmhurst","East Chelsea",8,-73.8713099,40.7737505,-74.0013737,40.7465004,220,"yellow"
"East Elmhurst","Fort Greene",22,-73.8713099,40.7737505,-73.9741874,40.6920638,220,"yellow"
"East Elmhurst","Hamilton Heights",18,-73.8713099,40.7737505,-73.9496079,40.8259597,220,"yellow"
"East Elmhurst","Hudson Sq",12,-73.8713099,40.7737505,-74.0074731,40.7265834,220,"yellow"
"East Elmhurst","Hudson Sq",14,-73.8713099,40.7737505,-74.0074731,40.7265834,220,"yellow"
