"pickup_zone","dropoff_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","n","color"
"JFK Airport","Sutton Place/Turtle Bay North",12,-73.7781391,40.6413111,-73.9601669,40.7580204,130,"yellow"
"JFK Airport","UN/Turtle Bay South",0,-73.7781391,40.6413111,-73.9694292,40.7507161,130,"yellow"
"JFK Airport","Washington Heights North",14,-73.7781391,40.6413111,-73.9393554,40.8417082,130,"yellow"
"JFK Airport","West Village",14,-73.7781391,40.6413111,-74.0035709,40.735781,130,"yellow"
"Kips Bay","Alphabet City",10,-73.9800645,40.7423292,-73.9785952,40.7260601,130,"yellow"
"Kips Bay","Bloomingdale",14,-73.9800645,40.7423292,-73.9697795,40.7988958,130,"yellow"
"Kips Bay","Breezy Point/Fort Tilden/Riis Beach",12,-73.9800645,40.7423292,-74.0059413,40.7127837,130,"yellow"
"Kips Bay","Breezy Point/Fort Tilden/Riis Beach",14,-73.9800645,40.7423292,-74.0059413,40.7127837,130,"yellow"
"Kips Bay","Central Harlem",12,-73.9800645,40.7423292,-73.9538699,40.7988378,130,"yellow"
"Kips Bay","Downtown Brooklyn/MetroTech",20,-73.9800645,40.7423292,-73.9861433,40.6942409,130,"yellow"
"Kips Bay","Financial District North",18,-73.9800645,40.7423292,-74.0112764,40.7074909,130,"yellow"
"Kips Bay","Flatiron",2,-73.9800645,40.7423292,-73.9896986,40.7410605,130,"yellow"
"Kips Bay","Gramercy",4,-73.9800645,40.7423292,-73.9818443,40.7376407,130,"yellow"
"Kips Bay","Hudson Sq",22,-73.9800645,40.7423292,-74.0074731,40.7265834,130,"yellow"
"Kips Bay","Kips Bay",4,-73.9800645,40.7423292,-73.9800645,40.7423292,130,"yellow"
"Kips Bay","Upper East Side North",4,-73.9800645,40.7423292,-73.9565551,40.7735649,130,"yellow"
"Kips Bay","Upper West Side North",2,-73.9800645,40.7423292,-73.9753676,40.7870106,130,"yellow"
"Kips Bay","Williamsburg (South Side)",0,-73.9800645,40.7423292,-73.9517335,40.7079936,130,"yellow"
"Kips Bay","World Trade Center",16,-73.9800645,40.7423292,-74.0131196,40.7118011,130,"yellow"
"LaGuardia Airport","East Village",22,-73.8739659,40.7769271,-73.9815337,40.7264773,130,"yellow"
"LaGuardia Airport","Financial District North",10,-73.8739659,40.7769271,-74.0112764,40.7074909,130,"yellow"
"LaGuardia Airport","Flatiron",16,-73.8739659,40.7769271,-73.9896986,40.7410605,130,"yellow"
"LaGuardia Airport","Lenox Hill East",16,-73.8739659,40.7769271,-73.9602312,40.7662315,130,"yellow"
"LaGuardia Airport","Lincoln Square East",12,-73.8739659,40.7769271,-73.9844722,40.773828,130,"yellow"
"LaGuardia Airport","Upper East Side North",14,-73.8739659,40.7769271,-73.9565551,40.7735649,130,"yellow"
"LaGuardia Airport","Upper East Side North",20,-73.8739659,40.7769271,-73.9565551,40.7735649,130,"yellow"
"Lenox Hill East","Breezy Point/Fort Tilden/Riis Beach",16,-73.9602312,40.7662315,-74.0059413,40.7127837,130,"yellow"
"Lenox Hill East","Breezy Point/Fort Tilden/Riis Beach",20,-73.9602312,40.7662315,-74.0059413,40.7127837,130,"yellow"
"Lenox Hill East","East Elmhurst",18,-73.9602312,40.7662315,-73.8713099,40.7737505,130,"yellow"
"Lenox Hill East","East Harlem North",2,-73.9602312,40.7662315,-73.9464769,40.8115504,130,"yellow"
"Lenox Hill East","Flatiron",4,-73.9602312,40.7662315,-73.9896986,40.7410605,130,"yellow"
"Lenox Hill East","Hamilton Heights",20,-73.9602312,40.7662315,-73.9496079,40.8259597,130,"yellow"
"Lenox Hill East","Long Island City/Queens Plaza",20,-73.9602312,40.7662315,-73.9373702,40.7487173,130,"yellow"
"Lenox Hill East","Meatpacking/West Village West",8,-73.9602312,40.7662315,-74.0085128,40.7406973,130,"yellow"
"Lenox Hill East","Penn Station/Madison Sq West",4,-73.9602312,40.7662315,-73.9880662,40.7433858,130,"yellow"
"Lenox Hill East","Randalls Island",12,-73.9602312,40.7662315,-73.9271644,40.7891291,130,"yellow"
"Lenox Hill East","Seaport",18,-73.9602312,40.7662315,-74.006884,40.711197,130,"yellow"
"Lenox Hill East","SoHo",22,-73.9602312,40.7662315,-74.0029883,40.723301,130,"yellow"
"Lenox Hill East","South Williamsburg",20,-73.9602312,40.7662315,-73.9570696,40.7081156,130,"yellow"
"Lenox Hill East","South Williamsburg",22,-73.9602312,40.7662315,-73.9570696,40.7081156,130,"yellow"
"Lenox Hill East","Washington Heights North",8,-73.9602312,40.7662315,-73.9393554,40.8417082,130,"yellow"
"Lincoln Square East","Alphabet City",22,-73.9844722,40.773828,-73.9785952,40.7260601,130,"yellow"
"Lincoln Square East","Battery Park City",16,-73.9844722,40.773828,-74.0160576,40.7122172,130,"yellow"
"Lincoln Square East","Chinatown",10,-73.9844722,40.773828,-73.9970307,40.7157509,130,"yellow"
"Lincoln Square East","Financial District North",18,-73.9844722,40.773828,-74.0112764,40.7074909,130,"yellow"
"Lincoln Square East","Greenwich Village North",14,-73.9844722,40.773828,-74.0027418,40.7335719,130,"yellow"
"Lincoln Square East","Hudson Sq",16,-73.9844722,40.773828,-74.0074731,40.7265834,130,"yellow"
"Lincoln Square East","Inwood",18,-73.9844722,40.773828,-73.9212019,40.8677145,130,"yellow"
"Lincoln Square East","Midtown North",4,-73.9844722,40.773828,-73.9840195,40.7549309,130,"yellow"
"Lincoln Square East","Prospect Heights",20,-73.9844722,40.773828,-73.9668408,40.6774196,130,"yellow"
"Lincoln Square East","Randalls Island",22,-73.9844722,40.773828,-73.9271644,40.7891291,130,"yellow"
"Lincoln Square East","South Williamsburg",22,-73.9844722,40.773828,-73.9570696,40.7081156,130,"yellow"
"Lincoln Square East","World Trade Center",14,-73.9844722,40.773828,-74.0131196,40.7118011,130,"yellow"
"Little Italy/NoLiTa","Alphabet City",4,-73.9954909,40.7228971,-73.9785952,40.7260601,130,"yellow"
"Little Italy/NoLiTa","Battery Park",10,-73.9954909,40.7228971,-74.0170279,40.7032775,130,"yellow"
"Little Italy/NoLiTa","Battery Park",18,-73.9954909,40.7228971,-74.0170279,40.7032775,130,"yellow"
"Little Italy/NoLiTa","Bushwick North",18,-73.9954909,40.7228971,-73.9212858,40.6944282,130,"yellow"
"Little Italy/NoLiTa","Financial District North",4,-73.9954909,40.7228971,-74.0112764,40.7074909,130,"yellow"
"Little Italy/NoLiTa","Green-Wood Cemetery",2,-73.9954909,40.7228971,-73.995692,40.659017,130,"yellow"
"Little Italy/NoLiTa","Lincoln Square East",4,-73.9954909,40.7228971,-73.9844722,40.773828,130,"yellow"
"Little Italy/NoLiTa","Saint Michaels Cemetery/Woodside",0,-73.9954909,40.7228971,-73.9036487,40.7512123,130,"yellow"
"Little Italy/NoLiTa","Seaport",4,-73.9954909,40.7228971,-74.006884,40.711197,130,"yellow"
"Little Italy/NoLiTa","Stuy Town/Peter Cooper Village",10,-73.9954909,40.7228971,-73.9778494,40.7316903,130,"yellow"
"Little Italy/NoLiTa","Sunnyside",0,-73.9954909,40.7228971,-73.9196324,40.7432759,130,"yellow"
"Little Italy/NoLiTa","Sutton Place/Turtle Bay North",12,-73.9954909,40.7228971,-73.9601669,40.7580204,130,"yellow"
"Little Italy/NoLiTa","UN/Turtle Bay South",8,-73.9954909,40.7228971,-73.9694292,40.7507161,130,"yellow"
"Little Italy/NoLiTa","UN/Turtle Bay South",12,-73.9954909,40.7228971,-73.9694292,40.7507161,130,"yellow"
"Little Italy/NoLiTa","Washington Heights North",22,-73.9954909,40.7228971,-73.9393554,40.8417082,130,"yellow"
"Little Italy/NoLiTa","West Chelsea/Hudson Yards",12,-73.9954909,40.7228971,-74.0107647,40.7293087,130,"yellow"
"Little Italy/NoLiTa","Yorkville East",12,-73.9954909,40.7228971,-73.9492079,40.7762231,130,"yellow"
"Long Island City/Hunters Point","Astoria",22,-73.95639,40.74128,-73.9234619,40.7643574,130,"yellow"
"Long Island City/Hunters Point","South Williamsburg",0,-73.95639,40.74128,-73.9570696,40.7081156,130,"yellow"
"Long Island City/Hunters Point","South Williamsburg",20,-73.95639,40.74128,-73.9570696,40.7081156,130,"yellow"
"Long Island City/Queens Plaza","Long Island City/Hunters Point",14,-73.9373702,40.7487173,-73.95639,40.74128,130,"yellow"
"Long Island City/Queens Plaza","Long Island City/Hunters Point",18,-73.9373702,40.7487173,-73.95639,40.74128,130,"yellow"
"Long Island City/Queens Plaza","Long Island City/Hunters Point",20,-73.9373702,40.7487173,-73.95639,40.74128,130,"yellow"
"Long Island City/Queens Plaza","Sunnyside",0,-73.9373702,40.7487173,-73.9196324,40.7432759,130,"yellow"
"Lower East Side","Alphabet City",8,-73.9842724,40.715033,-73.9785952,40.7260601,130,"yellow"
"Lower East Side","Alphabet City",16,-73.9842724,40.715033,-73.9785952,40.7260601,130,"yellow"
"Lower East Side","Battery Park",0,-73.9842724,40.715033,-74.0170279,40.7032775,130,"yellow"
"Lower East Side","Battery Park",2,-73.9842724,40.715033,-74.0170279,40.7032775,130,"yellow"
"Lower East Side","Chinatown",4,-73.9842724,40.715033,-73.9970307,40.7157509,130,"yellow"
"Lower East Side","Chinatown",12,-73.9842724,40.715033,-73.9970307,40.7157509,130,"yellow"
"Lower East Side","Chinatown",14,-73.9842724,40.715033,-73.9970307,40.7157509,130,"yellow"
"Lower East Side","Clinton Hill",20,-73.9842724,40.715033,-73.9639021,40.6893665,130,"yellow"
"Lower East Side","Downtown Brooklyn/MetroTech",0,-73.9842724,40.715033,-73.9861433,40.6942409,130,"yellow"
"Lower East Side","East Harlem North",0,-73.9842724,40.715033,-73.9464769,40.8115504,130,"yellow"
"Lower East Side","Financial District North",4,-73.9842724,40.715033,-74.0112764,40.7074909,130,"yellow"
"Lower East Side","Financial District North",12,-73.9842724,40.715033,-74.0112764,40.7074909,130,"yellow"
"Lower East Side","Garment District",8,-73.9842724,40.715033,-73.9916342,40.7547072,130,"yellow"
"Lower East Side","Hudson Sq",20,-73.9842724,40.715033,-74.0074731,40.7265834,130,"yellow"
"Lower East Side","Long Island City/Hunters Point",2,-73.9842724,40.715033,-73.95639,40.74128,130,"yellow"
"Lower East Side","Midtown Center",8,-73.9842724,40.715033,-73.9784137,40.7553676,130,"yellow"
"Lower East Side","Midtown North",22,-73.9842724,40.715033,-73.9840195,40.7549309,130,"yellow"
"Lower East Side","Ridgewood",2,-73.9842724,40.715033,-73.9018292,40.7043986,130,"yellow"
"Lower East Side","Seaport",20,-73.9842724,40.715033,-74.006884,40.711197,130,"yellow"
"Lower East Side","SoHo",8,-73.9842724,40.715033,-74.0029883,40.723301,130,"yellow"
"Lower East Side","Stuy Town/Peter Cooper Village",18,-73.9842724,40.715033,-73.9778494,40.7316903,130,"yellow"
"Lower East Side","Sutton Place/Turtle Bay North",0,-73.9842724,40.715033,-73.9601669,40.7580204,130,"yellow"
"Lower East Side","UN/Turtle Bay South",0,-73.9842724,40.715033,-73.9694292,40.7507161,130,"yellow"
"Lower East Side","Upper East Side North",20,-73.9842724,40.715033,-73.9565551,40.7735649,130,"yellow"
"Lower East Side","Yorkville East",20,-73.9842724,40.715033,-73.9492079,40.7762231,130,"yellow"
"Manhattanville","Lincoln Square East",20,-73.9558333,40.8169443,-73.9844722,40.773828,130,"yellow"
"Manhattanville","Upper West Side North",16,-73.9558333,40.8169443,-73.9753676,40.7870106,130,"yellow"
"Manhattanville","Upper West Side North",20,-73.9558333,40.8169443,-73.9753676,40.7870106,130,"yellow"
"Meatpacking/West Village West","Battery Park",8,-74.0085128,40.7406973,-74.0170279,40.7032775,130,"yellow"
"Meatpacking/West Village West","Battery Park",20,-74.0085128,40.7406973,-74.0170279,40.7032775,130,"yellow"
"Meatpacking/West Village West","Bloomingdale",18,-74.0085128,40.7406973,-73.9697795,40.7988958,130,"yellow"
"Meatpacking/West Village West","Central Park",6,-74.0085128,40.7406973,-73.9741874,40.7711329,130,"yellow"
"Meatpacking/West Village West","Downtown Brooklyn/MetroTech",20,-74.0085128,40.7406973,-73.9861433,40.6942409,130,"yellow"
"Meatpacking/West Village West","East Elmhurst",6,-74.0085128,40.7406973,-73.8713099,40.7737505,130,"yellow"
"Meatpacking/West Village West","Financial District North",10,-74.0085128,40.7406973,-74.0112764,40.7074909,130,"yellow"
"Meatpacking/West Village West","Flatiron",6,-74.0085128,40.7406973,-73.9896986,40.7410605,130,"yellow"
"Meatpacking/West Village West","Fort Greene",0,-74.0085128,40.7406973,-73.9741874,40.6920638,130,"yellow"
"Meatpacking/West Village West","JFK Airport",6,-74.0085128,40.7406973,-73.7781391,40.6413111,130,"yellow"
"Meatpacking/West Village West","Lincoln Square East",8,-74.0085128,40.7406973,-73.9844722,40.773828,130,"yellow"
"Meatpacking/West Village West","Little Italy/NoLiTa",6,-74.0085128,40.7406973,-73.9954909,40.7228971,130,"yellow"
"Meatpacking/West Village West","Newark Airport",12,-74.0085128,40.7406973,-74.1744624,40.6895314,130,"yellow"
"Meatpacking/West Village West","Stuy Town/Peter Cooper Village",16,-74.0085128,40.7406973,-73.9778494,40.7316903,130,"yellow"
"Meatpacking/West Village West","Sutton Place/Turtle Bay North",20,-74.0085128,40.7406973,-73.9601669,40.7580204,130,"yellow"
"Meatpacking/West Village West","Upper East Side North",4,-74.0085128,40.7406973,-73.9565551,40.7735649,130,"yellow"
"Meatpacking/West Village West","West Chelsea/Hudson Yards",0,-74.0085128,40.7406973,-74.0107647,40.7293087,130,"yellow"
"Meatpacking/West Village West","West Chelsea/Hudson Yards",10,-74.0085128,40.7406973,-74.0107647,40.7293087,130,"yellow"
"Midtown Center","Astoria",2,-73.9784137,40.7553676,-73.9234619,40.7643574,130,"yellow"
"Midtown Center","Battery Park",18,-73.9784137,40.7553676,-74.0170279,40.7032775,130,"yellow"
"Midtown Center","East Harlem North",16,-73.9784137,40.7553676,-73.9464769,40.8115504,130,"yellow"
"Midtown Center","Far Rockaway",14,-73.9784137,40.7553676,-73.7448437,40.5998931,130,"yellow"
"Midtown Center","Flatiron",2,-73.9784137,40.7553676,-73.9896986,40.7410605,130,"yellow"
"Midtown Center","LaGuardia Airport",12,-73.9784137,40.7553676,-73.8739659,40.7769271,130,"yellow"
"Midtown Center","Upper East Side North",4,-73.9784137,40.7553676,-73.9565551,40.7735649,130,"yellow"
"Midtown Center","Upper West Side North",6,-73.9784137,40.7553676,-73.9753676,40.7870106,130,"yellow"
"Midtown Center","West Chelsea/Hudson Yards",18,-73.9784137,40.7553676,-74.0107647,40.7293087,130,"yellow"
"Midtown East","Battery Park",10,-73.9668408,40.7540369,-74.0170279,40.7032775,130,"yellow"
"Midtown East","Battery Park",12,-73.9668408,40.7540369,-74.0170279,40.7032775,130,"yellow"
"Midtown East","Battery Park City",14,-73.9668408,40.7540369,-74.0160576,40.7122172,130,"yellow"
"Midtown East","Central Park",2,-73.9668408,40.7540369,-73.9741874,40.7711329,130,"yellow"
"Midtown East","Chinatown",12,-73.9668408,40.7540369,-73.9970307,40.7157509,130,"yellow"
"Midtown East","Chinatown",22,-73.9668408,40.7540369,-73.9970307,40.7157509,130,"yellow"
"Midtown East","Clinton Hill",20,-73.9668408,40.7540369,-73.9639021,40.6893665,130,"yellow"
"Midtown East","Hamilton Heights",20,-73.9668408,40.7540369,-73.9496079,40.8259597,130,"yellow"
"Midtown East","Highbridge Park",22,-73.9668408,40.7540369,-73.9332427,40.8433959,130,"yellow"
"Midtown East","Long Island City/Hunters Point",16,-73.9668408,40.7540369,-73.95639,40.74128,130,"yellow"
"Midtown East","Lower East Side",10,-73.9668408,40.7540369,-73.9842724,40.715033,130,"yellow"
"Midtown East","Lower East Side",16,-73.9668408,40.7540369,-73.9842724,40.715033,130,"yellow"
"Midtown East","Morningside Heights",20,-73.9668408,40.7540369,-73.9624327,40.8089564,130,"yellow"
"Midtown East","Seaport",10,-73.9668408,40.7540369,-74.006884,40.711197,130,"yellow"
"Midtown East","SoHo",0,-73.9668408,40.7540369,-74.0029883,40.723301,130,"yellow"
"Midtown East","Upper East Side North",4,-73.9668408,40.7540369,-73.9565551,40.7735649,130,"yellow"
"Midtown East","West Village",0,-73.9668408,40.7540369,-74.0035709,40.735781,130,"yellow"
"Midtown East","Williamsburg (South Side)",22,-73.9668408,40.7540369,-73.9517335,40.7079936,130,"yellow"
"Midtown North","Battery Park",14,-73.9840195,40.7549309,-74.0170279,40.7032775,130,"yellow"
"Midtown North","Downtown Brooklyn/MetroTech",22,-73.9840195,40.7549309,-73.9861433,40.6942409,130,"yellow"
"Midtown North","East Village",14,-73.9840195,40.7549309,-73.9815337,40.7264773,130,"yellow"
"Midtown North","Greenpoint",22,-73.9840195,40.7549309,-73.9418603,40.7245448,130,"yellow"
"Midtown North","Greenwich Village North",8,-73.9840195,40.7549309,-74.0027418,40.7335719,130,"yellow"
"Midtown North","Long Island City/Hunters Point",2,-73.9840195,40.7549309,-73.95639,40.74128,130,"yellow"
"Midtown North","Long Island City/Hunters Point",18,-73.9840195,40.7549309,-73.95639,40.74128,130,"yellow"
"Midtown North","Lower East Side",0,-73.9840195,40.7549309,-73.9842724,40.715033,130,"yellow"
"Midtown North","Newark Airport",4,-73.9840195,40.7549309,-74.1744624,40.6895314,130,"yellow"
"Midtown North","Newark Airport",10,-73.9840195,40.7549309,-74.1744624,40.6895314,130,"yellow"
"Midtown North","Stuy Town/Peter Cooper Village",14,-73.9840195,40.7549309,-73.9778494,40.7316903,130,"yellow"
"Midtown North","Stuy Town/Peter Cooper Village",16,-73.9840195,40.7549309,-73.9778494,40.7316903,130,"yellow"
"Midtown North","Sunnyside",2,-73.9840195,40.7549309,-73.9196324,40.7432759,130,"yellow"
"Midtown North","Sunnyside",22,-73.9840195,40.7549309,-73.9196324,40.7432759,130,"yellow"
"Midtown North","Upper East Side North",4,-73.9840195,40.7549309,-73.9565551,40.7735649,130,"yellow"
"Midtown North","Upper West Side North",2,-73.9840195,40.7549309,-73.9753676,40.7870106,130,"yellow"
"Morningside Heights","Bloomingdale",4,-73.9624327,40.8089564,-73.9697795,40.7988958,130,"yellow"
"Morningside Heights","East Elmhurst",4,-73.9624327,40.8089564,-73.8713099,40.7737505,130,"yellow"
"Morningside Heights","Garment District",10,-73.9624327,40.8089564,-73.9916342,40.7547072,130,"yellow"
"Morningside Heights","Garment District",16,-73.9624327,40.8089564,-73.9916342,40.7547072,130,"yellow"
"Morningside Heights","Lenox Hill East",12,-73.9624327,40.8089564,-73.9602312,40.7662315,130,"yellow"
"Morningside Heights","Lenox Hill East",22,-73.9624327,40.8089564,-73.9602312,40.7662315,130,"yellow"
"Morningside Heights","Manhattanville",10,-73.9624327,40.8089564,-73.9558333,40.8169443,130,"yellow"
"Morningside Heights","Morningside Heights",6,-73.9624327,40.8089564,-73.9624327,40.8089564,130,"yellow"
"Morningside Heights","Times Sq/Theatre District",10,-73.9624327,40.8089564,-73.9841274,40.7592686,130,"yellow"
"Murray Hill","Bloomingdale",10,-73.9756567,40.7478792,-73.9697795,40.7988958,130,"yellow"
"Murray Hill","East Harlem North",20,-73.9756567,40.7478792,-73.9464769,40.8115504,130,"yellow"
"Murray Hill","Gramercy",4,-73.9756567,40.7478792,-73.9818443,40.7376407,130,"yellow"
"Murray Hill","Lenox Hill East",4,-73.9756567,40.7478792,-73.9602312,40.7662315,130,"yellow"
"Murray Hill","Newark Airport",4,-73.9756567,40.7478792,-74.1744624,40.6895314,130,"yellow"
"Murray Hill","SoHo",0,-73.9756567,40.7478792,-74.0029883,40.723301,130,"yellow"
"Murray Hill","South Williamsburg",14,-73.9756567,40.7478792,-73.9570696,40.7081156,130,"yellow"
"Murray Hill","Times Sq/Theatre District",4,-73.9756567,40.7478792,-73.9841274,40.7592686,130,"yellow"
"Murray Hill","Upper West Side North",6,-73.9756567,40.7478792,-73.9753676,40.7870106,130,"yellow"
"Murray Hill","World Trade Center",16,-73.9756567,40.7478792,-74.0131196,40.7118011,130,"yellow"
"Murray Hill","World Trade Center",18,-73.9756567,40.7478792,-74.0131196,40.7118011,130,"yellow"
"Newark Airport","Newark Airport",10,-74.1744624,40.6895314,-74.1744624,40.6895314,130,"yellow"
"Penn Station/Madison Sq West","Battery Park",18,-73.9880662,40.7433858,-74.0170279,40.7032775,130,"yellow"
"Penn Station/Madison Sq West","Battery Park",20,-73.9880662,40.7433858,-74.0170279,40.7032775,130,"yellow"
"Penn Station/Madison Sq West","Brooklyn Heights",0,-73.9880662,40.7433858,-73.9932872,40.6960105,130,"yellow"
"Penn Station/Madison Sq West","Carroll Gardens",20,-73.9880662,40.7433858,-73.9991637,40.6795331,130,"yellow"
"Penn Station/Madison Sq West","Central Harlem",4,-73.9880662,40.7433858,-73.9538699,40.7988378,130,"yellow"
"Penn Station/Madison Sq West","Chinatown",8,-73.9880662,40.7433858,-73.9970307,40.7157509,130,"yellow"
"Penn Station/Madison Sq West","East Harlem North",4,-73.9880662,40.7433858,-73.9464769,40.8115504,130,"yellow"
"Penn Station/Madison Sq West","Far Rockaway",16,-73.9880662,40.7433858,-73.7448437,40.5998931,130,"yellow"
"Penn Station/Madison Sq West","Greenpoint",0,-73.9880662,40.7433858,-73.9418603,40.7245448,130,"yellow"
"Penn Station/Madison Sq West","Prospect Heights",18,-73.9880662,40.7433858,-73.9668408,40.6774196,130,"yellow"
"Penn Station/Madison Sq West","Roosevelt Island",20,-73.9880662,40.7433858,-73.9499426,40.7621302,130,"yellow"
"Penn Station/Madison Sq West","Saint Michaels Cemetery/Woodside",4,-73.9880662,40.7433858,-73.9036487,40.7512123,130,"yellow"
"Penn Station/Madison Sq West","Stuy Town/Peter Cooper Village",10,-73.9880662,40.7433858,-73.9778494,40.7316903,130,"yellow"
"Penn Station/Madison Sq West","Sutton Place/Turtle Bay North",10,-73.9880662,40.7433858,-73.9601669,40.7580204,130,"yellow"
"Penn Station/Madison Sq West","West Chelsea/Hudson Yards",10,-73.9880662,40.7433858,-74.0107647,40.7293087,130,"yellow"
"Prospect Heights","Bushwick North",0,-73.9668408,40.6774196,-73.9212858,40.6944282,130,"yellow"
"Prospect Heights","Park Slope",20,-73.9668408,40.6774196,-73.9805817,40.6681038,130,"yellow"
"Randalls Island","Central Harlem",4,-73.9271644,40.7891291,-73.9538699,40.7988378,130,"yellow"
"Randalls Island","Lenox Hill East",6,-73.9271644,40.7891291,-73.9602312,40.7662315,130,"yellow"
"Randalls Island","Randalls Island",6,-73.9271644,40.7891291,-73.9271644,40.7891291,130,"yellow"
"Randalls Island","Upper East Side North",14,-73.9271644,40.7891291,-73.9565551,40.7735649,130,"yellow"
"Roosevelt Island","Central Harlem",18,-73.9499426,40.7621302,-73.9538699,40.7988378,130,"yellow"
"Roosevelt Island","Central Park",6,-73.9499426,40.7621302,-73.9741874,40.7711329,130,"yellow"
"Roosevelt Island","Central Park",20,-73.9499426,40.7621302,-73.9741874,40.7711329,130,"yellow"
"Roosevelt Island","Financial District North",8,-73.9499426,40.7621302,-74.0112764,40.7074909,130,"yellow"
"Roosevelt Island","Midtown North",10,-73.9499426,40.7621302,-73.9840195,40.7549309,130,"yellow"
"Roosevelt Island","Midtown North",18,-73.9499426,40.7621302,-73.9840195,40.7549309,130,"yellow"
"Roosevelt Island","Penn Station/Madison Sq West",18,-73.9499426,40.7621302,-73.9880662,40.7433858,130,"yellow"
"Roosevelt Island","Roosevelt Island",22,-73.9499426,40.7621302,-73.9499426,40.7621302,130,"yellow"
"Roosevelt Island","Stuy Town/Peter Cooper Village",18,-73.9499426,40.7621302,-73.9778494,40.7316903,130,"yellow"
"Roosevelt Island","Sutton Place/Turtle Bay North",6,-73.9499426,40.7621302,-73.9601669,40.7580204,130,"yellow"
"Roosevelt Island","Times Sq/Theatre District",10,-73.9499426,40.7621302,-73.9841274,40.7592686,130,"yellow"
"Roosevelt Island","Yorkville East",0,-73.9499426,40.7621302,-73.9492079,40.7762231,130,"yellow"
"Saint Michaels Cemetery/Woodside","Sunnyside",0,-73.9036487,40.7512123,-73.9196324,40.7432759,130,"yellow"
"Seaport","Breezy Point/Fort Tilden/Riis Beach",6,-74.006884,40.711197,-74.0059413,40.7127837,130,"yellow"
"Seaport","Clinton East",12,-74.006884,40.711197,-73.9918181,40.7637581,130,"yellow"
"Seaport","Clinton East",18,-74.006884,40.711197,-73.9918181,40.7637581,130,"yellow"
"Seaport","Hudson Sq",12,-74.006884,40.711197,-74.0074731,40.7265834,130,"yellow"
"Seaport","Kips Bay",14,-74.006884,40.711197,-73.9800645,40.7423292,130,"yellow"
"Seaport","Lenox Hill East",10,-74.006884,40.711197,-73.9602312,40.7662315,130,"yellow"
"Seaport","Lincoln Square East",16,-74.006884,40.711197,-73.9844722,40.773828,130,"yellow"
"Seaport","Little Italy/NoLiTa",0,-74.006884,40.711197,-73.9954909,40.7228971,130,"yellow"
"Seaport","Midtown North",22,-74.006884,40.711197,-73.9840195,40.7549309,130,"yellow"
"Seaport","South Williamsburg",12,-74.006884,40.711197,-73.9570696,40.7081156,130,"yellow"
"Seaport","South Williamsburg",18,-74.006884,40.711197,-73.9570696,40.7081156,130,"yellow"
"Seaport","Stuy Town/Peter Cooper Village",16,-74.006884,40.711197,-73.9778494,40.7316903,130,"yellow"
"Seaport","Sutton Place/Turtle Bay North",16,-74.006884,40.711197,-73.9601669,40.7580204,130,"yellow"
"Seaport","Union Sq",10,-74.006884,40.711197,-73.9910835,40.7358633,130,"yellow"
"Seaport","Upper East Side North",0,-74.006884,40.711197,-73.9565551,40.7735649,130,"yellow"
"Seaport","Upper West Side North",18,-74.006884,40.711197,-73.9753676,40.7870106,130,"yellow"
"SoHo","Astoria",20,-74.0029883,40.723301,-73.9234619,40.7643574,130,"yellow"
"SoHo","Bloomingdale",2,-74.0029883,40.723301,-73.9697795,40.7988958,130,"yellow"
"SoHo","Breezy Point/Fort Tilden/Riis Beach",0,-74.0029883,40.723301,-74.0059413,40.7127837,130,"yellow"
"SoHo","Breezy Point/Fort Tilden/Riis Beach",6,-74.0029883,40.723301,-74.0059413,40.7127837,130,"yellow"
"SoHo","Brooklyn Heights",22,-74.0029883,40.723301,-73.9932872,40.6960105,130,"yellow"
"SoHo","Bushwick North",4,-74.0029883,40.723301,-73.9212858,40.6944282,130,"yellow"
"SoHo","Central Park",0,-74.0029883,40.723301,-73.9741874,40.7711329,130,"yellow"
"SoHo","Cobble Hill",0,-74.0029883,40.723301,-73.9962255,40.686536,130,"yellow"
"SoHo","Crown Heights North",22,-74.0029883,40.723301,-73.9447994,40.6681032,130,"yellow"
"SoHo","JFK Airport",12,-74.0029883,40.723301,-73.7781391,40.6413111,130,"yellow"
"SoHo","Lenox Hill East",10,-74.0029883,40.723301,-73.9602312,40.7662315,130,"yellow"
"SoHo","Long Island City/Hunters Point",0,-74.0029883,40.723301,-73.95639,40.74128,130,"yellow"
"SoHo","Newark Airport",8,-74.0029883,40.723301,-74.1744624,40.6895314,130,"yellow"
"SoHo","Stuy Town/Peter Cooper Village",2,-74.0029883,40.723301,-73.9778494,40.7316903,130,"yellow"
"SoHo","World Trade Center",2,-74.0029883,40.723301,-74.0131196,40.7118011,130,"yellow"
"Steinway","Astoria Park",2,-73.9124667,40.7669996,-73.9215888,40.7796684,130,"yellow"
"Steinway","Saint Michaels Cemetery/Woodside",0,-73.9124667,40.7669996,-73.9036487,40.7512123,130,"yellow"
"Stuy Town/Peter Cooper Village","Clinton East",22,-73.9778494,40.7316903,-73.9918181,40.7637581,130,"yellow"
"Stuy Town/Peter Cooper Village","East Village",8,-73.9778494,40.7316903,-73.9815337,40.7264773,130,"yellow"
"Stuy Town/Peter Cooper Village","Flatiron",0,-73.9778494,40.7316903,-73.9896986,40.7410605,130,"yellow"
"Stuy Town/Peter Cooper Village","Greenwich Village North",0,-73.9778494,40.7316903,-74.0027418,40.7335719,130,"yellow"
